path,kind,status,reason,sample_id,source,rows_or_frames
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g006_nc24_nt5_ns144_tf0p3_of3p4\bemv8_base\bemv8_stderr.txt,text,unsupported,not recognized as VortexLab diag log,em_research_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g006_nc24_nt5_ns144_tf0p3_of3p4_bemv8_base_bemv8_stderr,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g006_nc24_nt5_ns144_tf0p3_of3p4\bemv8_base\bemv8_stdout.txt,text,unsupported,not recognized as VortexLab diag log,em_research_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g006_nc24_nt5_ns144_tf0p3_of3p4_bemv8_base_bemv8_stdout,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g006_nc24_nt5_ns144_tf0p3_of3p4\bemv8_base\geometric_length_audit.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,h_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g006_nc24_nt5_ns144_tf0p3_of3p4_bemv8_base_geometric_length_audit,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g006_nc24_nt5_ns144_tf0p3_of3p4\bemv8_base\hk_length_coefficients_phys.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,puts_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g006_nc24_nt5_ns144_tf0p3_of3p4_bemv8_base_hk_length_coefficients_phys,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g006_nc24_nt5_ns144_tf0p3_of3p4\bemv8_base\pair_subtracted_correction.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,tputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g006_nc24_nt5_ns144_tf0p3_of3p4_bemv8_base_pair_subtracted_correction,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g006_nc24_nt5_ns144_tf0p3_of3p4\bemv8_base\spectral_length_estimate_phys.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,ts_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g006_nc24_nt5_ns144_tf0p3_of3p4_bemv8_base_spectral_length_estimate_phys,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g006_nc24_nt5_ns144_tf0p3_of3p4\certified_length_audit.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,bem_research_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g006_nc24_nt5_ns144_tf0p3_of3p4_certified_length_audit,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g006_nc24_nt5_ns144_tf0p3_of3p4\certified_normalizer_candidates.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,rch_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g006_nc24_nt5_ns144_tf0p3_of3p4_certified_normalizer_candidates,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\alpha_component_budget_v13.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,esearch_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_alpha_component_budget_v13,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv13_stderr.txt,text,unsupported,not recognized as VortexLab diag log,uteB_RT_bem_research_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv13_stderr,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv13_stdout.txt,text,unsupported,not recognized as VortexLab diag log,uteB_RT_bem_research_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv13_stdout,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\alpha_component_budget_v8.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,tputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_alpha_component_budget_v8,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\bemv5_base\bemv5_stderr.txt,text,unsupported,not recognized as VortexLab diag log,outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_bemv5_base_bemv5_stderr,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\bemv5_base\bemv5_stdout.txt,text,unsupported,not recognized as VortexLab diag log,outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_bemv5_base_bemv5_stdout,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\bemv5_base\cutoff_series.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,utputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_bemv5_base_cutoff_series,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\bemv5_base\heat_kernel_counterterms.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,uts_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_bemv5_base_heat_kernel_counterterms,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\bemv5_base\idealxml_sampled_ideal_used.txt,text,unsupported,not recognized as VortexLab diag log,_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_bemv5_base_idealxml_sampled_ideal_used,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\bemv5_base\raw_spectrum_manifest.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,utputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_bemv5_base_raw_spectrum_manifest,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\bemv5_base\renormalized_action_fit.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,puts_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_bemv5_base_renormalized_action_fit,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\bemv5_base\soft_sector_index.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,ts_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_bemv5_base_soft_sector_index,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\bemv8_stderr.txt,text,unsupported,not recognized as VortexLab diag log,m_research_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_bemv8_stderr,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\bemv8_stdout.txt,text,unsupported,not recognized as VortexLab diag log,m_research_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_bemv8_stdout,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\geometric_length_audit.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_geometric_length_audit,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\hk_length_coefficients_phys.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,uts_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_hk_length_coefficients_phys,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\pair_subtracted_correction.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,puts_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_pair_subtracted_correction,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\bemv8_base\spectral_length_estimate_phys.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,s_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_bemv8_base_spectral_length_estimate_phys,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\certified_length_audit.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,em_research_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_certified_length_audit,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g007_nc24_nt5_ns144_tf0p24_of2p8\certified_normalizer_candidates.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,ch_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g007_nc24_nt5_ns144_tf0p24_of2p8_certified_normalizer_candidates,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\alpha_component_budget_v13.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,esearch_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_alpha_component_budget_v13,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv13_stderr.txt,text,unsupported,not recognized as VortexLab diag log,uteB_RT_bem_research_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv13_stderr,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv13_stdout.txt,text,unsupported,not recognized as VortexLab diag log,uteB_RT_bem_research_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv13_stdout,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\alpha_component_budget_v8.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,tputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_alpha_component_budget_v8,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\bemv5_base\bemv5_stderr.txt,text,unsupported,not recognized as VortexLab diag log,outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_bemv5_base_bemv5_stderr,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\bemv5_base\bemv5_stdout.txt,text,unsupported,not recognized as VortexLab diag log,outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_bemv5_base_bemv5_stdout,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\bemv5_base\cutoff_series.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,utputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_bemv5_base_cutoff_series,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\bemv5_base\heat_kernel_counterterms.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,uts_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_bemv5_base_heat_kernel_counterterms,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\bemv5_base\idealxml_sampled_ideal_used.txt,text,unsupported,not recognized as VortexLab diag log,_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_bemv5_base_idealxml_sampled_ideal_used,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\bemv5_base\raw_spectrum_manifest.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,utputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_bemv5_base_raw_spectrum_manifest,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\bemv5_base\renormalized_action_fit.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,puts_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_bemv5_base_renormalized_action_fit,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\bemv5_base\soft_sector_index.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,ts_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_bemv5_base_soft_sector_index,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\bemv8_stderr.txt,text,unsupported,not recognized as VortexLab diag log,m_research_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_bemv8_stderr,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\bemv8_stdout.txt,text,unsupported,not recognized as VortexLab diag log,m_research_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_bemv8_stdout,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\geometric_length_audit.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_geometric_length_audit,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\hk_length_coefficients_phys.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,uts_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_hk_length_coefficients_phys,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\pair_subtracted_correction.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,puts_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_pair_subtracted_correction,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\bemv8_base\spectral_length_estimate_phys.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,s_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_bemv8_base_spectral_length_estimate_phys,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\certified_length_audit.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,em_research_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_certified_length_audit,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_routeB_RT_bem_research\outputs\outputs_routeB_BEM_v14_stageC\grids\C3_cartesian_fine_small\runs\g008_nc24_nt5_ns144_tf0p24_of3p4\certified_normalizer_candidates.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,ch_outputs_outputs_routeB_BEM_v14_stageC_grids_C3_cartesian_fine_small_runs_g008_nc24_nt5_ns144_tf0p24_of3p4_certified_normalizer_candidates,recursive_discovery,
